A_known,A_learning,A_skill,A_streak,B_known,B_learning,B_skill,B_streak,label
10,2,3,68,11,4,1,22,0
11,7,3,85,2,7,3,7,0
3,2,2,52,2,3,3,21,1
4,5,2,5,5,1,2,38,0
8,5,2,41,4,1,1,62,0
3,7,2,14,3,7,1,93,1
11,2,1,26,2,11,3,35,1
11,6,2,66,11,1,3,31,0
6,4,3,88,10,9,1,68,0
10,7,3,91,10,7,3,29,1
1,4,2,9,4,1,1,86,1
1,2,3,58,1,2,2,73,1
2,1,2,6,2,1,1,33,1
5,10,1,69,5,10,3,100,1
8,11,3,64,5,8,3,39,0
5,1,3,83,1,5,3,2,1
11,5,2,86,6,7,2,24,0
6,3,2,70,1,8,2,50,0
11,5,1,47,3,2,3,37,0
6,3,1,66,11,2,3,21,0
10,2,1,88,11,7,1,32,0
9,7,2,80,6,8,1,96,0
1,9,3,58,5,3,2,19,0
8,1,3,93,8,1,3,91,1
11,8,3,51,5,1,1,50,0
3,9,2,87,4,1,3,93,0
5,1,1,50,5,1,1,5,1
4,8,3,51,8,11,3,52,0
5,11,1,34,11,5,2,89,1
3,6,1,15,3,9,1,71,0
5,8,3,70,10,4,3,38,0
4,7,2,15,7,4,1,14,1
4,1,3,33,4,1,2,61,1
2,9,3,39,8,9,3,31,0
6,1,2,44,6,1,1,79,1
1,3,1,70,6,7,2,88,0
11,9,1,32,7,8,1,5,0
9,7,1,85,4,2,3,45,0
9,3,1,35,3,9,2,11,1
10,9,1,68,8,5,1,50,0
8,2,1,40,8,2,1,74,1
11,7,3,92,6,10,2,79,0
10,8,2,65,10,8,1,82,1
5,2,1,62,5,2,2,26,1
11,9,3,2,10,7,3,30,0
11,7,3,85,4,6,1,98,0
11,5,1,47,5,11,3,27,1
8,3,3,35,8,3,2,68,1
10,9,2,68,9,10,3,85,1
11,1,1,28,3,10,3,26,0
9,4,3,61,8,6,2,85,0
1,7,2,46,5,9,2,35,0
6,4,3,88,1,7,1,8,0
11,2,2,55,2,11,3,29,1
3,8,2,66,3,8,1,2,1
7,8,1,8,7,8,2,56,1
5,7,3,80,2,11,1,4,0
9,7,1,88,7,2,1,48,0
11,8,2,15,10,7,1,79,0
5,2,3,46,5,2,1,62,1
4,6,1,98,10,5,1,33,0
9,10,1,37,10,9,3,66,1
10,1,1,80,2,7,3,66,0
10,1,1,80,7,1,2,61,0
2,6,3,71,1,3,2,19,0
7,9,1,85,4,6,1,49,0
2,6,1,98,5,6,2,89,0
1,9,1,5,1,9,3,78,1
2,1,1,33,1,2,2,39,1
9,1,2,35,5,2,1,70,0
10,11,3,25,11,10,2,55,1
6,5,1,30,6,5,2,66,1
7,9,2,60,7,9,1,58,1
5,6,2,23,6,5,3,90,1
5,1,1,5,5,1,1,50,1
2,6,3,46,6,2,3,40,1
7,11,3,46,7,11,3,62,1
5,7,3,80,8,2,1,51,0
1,11,2,30,8,10,3,73,0
7,4,1,14,4,8,3,68,0
2,4,3,33,4,2,1,57,1
9,1,1,65,9,1,1,81,1
8,1,3,52,8,1,2,28,1
8,4,1,26,6,3,2,14,0
4,2,2,72,2,4,1,91,1
7,5,3,100,5,7,3,98,1
7,4,3,52,7,4,2,39,1
5,8,3,74,5,8,3,10,1
10,9,2,13,9,3,3,55,0
6,9,1,35,4,11,2,18,0
1,3,2,13,5,1,1,35,0
6,11,3,38,11,6,1,95,1
2,6,1,61,6,2,2,28,1
6,3,1,29,6,3,1,64,1
10,11,1,24,7,5,3,100,0
8,1,1,80,7,3,1,45,0
10,1,1,38,2,6,1,61,0
10,1,1,80,8,10,3,73,0
2,6,3,71,2,11,1,90,0
4,5,2,48,10,2,3,93,0
4,8,2,82,10,8,1,6,0
3,8,3,51,3,8,3,76,1
9,6,1,13,6,9,2,13,1
6,5,2,66,6,5,3,44,1
7,4,1,14,7,4,2,5,1
4,1,2,13,1,4,3,39,1
4,9,1,44,8,3,1,21,0
11,8,2,15,8,11,2,69,1
9,5,3,27,8,5,1,53,0
7,2,3,82,11,1,1,91,0
2,7,3,13,7,2,3,82,1
9,6,2,31,6,9,3,64,1
1,6,2,69,6,1,2,44,1
3,8,3,51,3,7,1,58,0
3,11,2,22,11,3,3,7,1
2,7,2,78,11,6,2,21,0
9,10,3,85,1,9,3,29,0
4,5,3,31,5,4,3,12,1
3,6,1,27,3,6,1,88,1
1,2,1,97,1,2,2,39,1
4,1,1,35,1,4,1,78,1
4,5,3,31,10,7,3,61,0
11,2,1,91,5,6,2,89,0
9,6,3,67,8,9,3,31,0
8,7,3,3,4,10,2,80,0
8,6,3,10,8,6,2,8,1
3,2,3,37,11,5,2,49,0
1,6,1,81,6,9,1,65,0
2,7,1,28,7,9,1,85,0
8,9,1,57,9,8,1,79,1
10,9,3,31,6,3,2,63,0
5,3,2,91,5,3,3,10,1
9,4,3,71,4,8,3,95,0
1,8,2,6,2,7,3,13,0
11,5,2,63,10,2,2,43,0
10,1,3,6,5,2,1,62,0
4,7,1,47,4,7,3,92,1
3,4,1,23,2,5,2,76,0
5,1,1,35,1,5,2,1,1
1,6,1,61,2,6,2,6,0
4,8,1,31,8,4,1,3,1
1,4,3,72,9,2,1,98,0
9,5,1,74,10,7,3,97,0
9,1,1,81,5,8,1,84,0
1,7,2,46,6,9,2,13,0
4,9,3,98,9,4,3,59,1
1,4,3,72,1,4,3,39,1
4,11,1,85,11,4,3,40,1
11,8,3,51,8,11,2,69,1
4,10,1,15,4,10,2,80,1
4,7,3,92,7,8,3,42,0
2,6,3,76,6,2,3,40,1
9,1,1,13,5,1,2,38,0
8,6,2,85,8,6,2,31,1
4,3,1,8,3,4,3,47,1
4,8,3,68,4,8,2,69,1
5,8,3,91,4,6,3,46,0
4,10,1,78,9,1,2,10,0
10,1,1,80,11,1,1,91,0
8,10,2,94,3,1,3,65,0
3,2,3,87,5,10,3,100,0
9,3,3,1,6,4,3,40,0
7,5,3,100,6,8,2,11,0
1,8,2,6,8,1,3,47,1
2,6,3,76,2,6,2,13,1
9,6,1,88,4,8,1,35,0
11,2,1,91,9,2,1,22,0
4,8,2,29,1,2,1,97,0
4,8,2,69,3,10,3,16,0
10,9,3,66,7,10,2,94,0
10,1,1,59,3,8,3,76,0
1,4,3,72,1,4,2,9,1
11,4,1,22,4,11,2,74,1
8,4,1,26,8,10,1,8,0
4,6,1,47,4,6,1,57,1
5,11,3,27,5,11,1,90,1
5,6,1,98,6,5,2,66,1
3,10,3,16,8,1,1,84,0
11,10,3,66,10,11,1,76,1
8,3,2,32,2,10,2,1,0
10,5,3,47,6,3,1,66,0
4,7,1,47,1,4,3,72,0
1,6,2,89,6,1,2,46,1
5,3,2,19,5,3,1,48,1
8,4,1,24,7,9,3,66,0
2,4,3,33,2,4,2,56,1
1,9,3,78,1,3,1,54,0
8,10,2,94,8,5,3,81,0
2,11,1,90,3,4,1,44,0
11,9,1,68,11,6,2,82,0
7,8,1,8,7,8,1,58,1
5,9,1,10,5,4,1,7,0
9,3,2,32,4,1,2,49,0
5,8,3,70,4,8,2,69,0
10,2,2,10,9,7,1,58,0
5,1,1,35,11,10,1,36,0
9,7,3,91,11,5,2,86,0
11,4,1,59,11,4,3,40,1
7,9,1,84,5,4,3,12,0
4,3,1,5,9,2,3,31,0
6,9,3,46,11,9,3,2,0
1,2,1,97,2,1,2,6,1
6,1,2,46,6,2,3,40,0
10,9,2,68,9,10,1,25,1
2,9,2,31,9,2,1,67,1
1,3,2,4,1,3,2,2,1
9,2,1,98,10,11,3,25,0
11,1,3,73,11,1,3,31,1
9,8,3,60,9,8,1,5,1
4,6,1,98,2,10,1,97,0
8,3,1,21,2,9,3,81,0
7,9,1,84,7,9,3,66,1
11,2,3,5,1,6,3,69,0
9,6,2,1,9,6,3,95,1
1,5,3,2,6,10,2,79,0
6,10,1,43,7,9,1,27,0
3,9,1,7,9,3,3,1,1
7,5,2,31,5,7,3,80,1
10,5,3,85,8,11,2,52,0
4,6,3,98,3,10,3,26,0
10,2,3,89,2,10,1,97,1
1,8,1,1,10,11,3,80,0
6,5,2,60,6,5,1,16,1
10,11,3,43,11,10,1,36,1
1,6,1,55,10,11,3,90,0
1,9,3,58,11,8,3,77,0
2,4,2,27,10,6,2,91,0
3,8,1,36,3,8,3,70,1
7,9,3,66,10,5,2,68,0
1,8,1,94,8,7,2,4,0
9,11,3,74,9,11,3,81,1
7,4,1,90,7,4,1,14,1
3,2,3,14,5,8,1,69,0
10,7,1,16,10,7,1,86,1
9,8,1,56,8,9,1,100,1
11,2,1,78,11,2,3,5,1
1,11,1,60,4,11,1,12,0
5,3,1,91,9,6,2,88,0
2,11,2,62,11,2,3,70,1
6,2,3,40,4,5,2,11,0
9,2,3,31,5,2,1,62,0
2,4,3,65,4,5,2,97,0
1,4,1,78,8,6,1,65,0
11,2,3,21,9,2,3,31,0
10,11,3,80,3,5,3,95,0
11,1,3,70,11,3,2,47,0
3,11,3,5,3,11,2,99,1
5,4,3,6,4,5,2,11,1
2,8,2,26,6,7,1,60,0
8,7,1,57,8,5,3,81,0
7,5,2,31,5,7,3,80,1
11,1,3,76,1,11,2,30,1
1,11,1,60,1,11,1,49,1
3,8,3,76,3,2,3,37,0
6,3,1,29,8,2,1,51,0
5,2,1,3,6,9,1,13,0
6,9,1,13,9,6,1,13,1
8,6,2,40,10,5,3,55,0
2,5,2,33,2,11,2,69,0
2,3,2,75,7,5,3,75,0
4,5,2,5,10,7,3,97,0
2,4,1,3,6,2,1,69,0
6,10,1,83,6,10,2,64,1
5,1,1,87,11,8,1,73,0
6,3,2,59,11,6,1,87,0
6,3,2,63,11,3,3,4,0
3,2,2,52,11,5,1,67,0
2,9,3,81,11,3,2,47,0
1,5,2,70,9,10,3,84,0
9,10,2,28,9,10,2,75,1
4,9,1,44,9,8,1,79,0
5,7,3,98,7,9,2,60,0
9,6,2,1,5,10,1,3,0
8,4,1,26,3,1,3,65,0
1,6,2,75,3,8,2,66,0
1,9,1,81,9,3,3,26,0
7,9,2,19,11,2,1,93,0
11,5,1,47,11,4,2,63,0
5,3,2,19,3,5,2,17,1
8,6,3,10,6,8,2,11,1
1,6,1,92,1,6,1,55,1
6,9,3,90,9,4,2,80,0
2,10,3,89,5,7,3,74,0
9,5,3,84,9,5,3,27,1
11,7,3,73,7,11,1,87,1
3,2,2,95,4,6,1,49,0
10,8,1,82,8,9,1,5,0
9,10,1,49,1,10,2,2,0
1,10,2,70,10,1,1,38,1
3,8,2,66,9,1,2,69,0
9,8,1,79,2,6,3,76,0
11,6,1,23,6,2,2,59,0
9,10,3,84,9,10,3,63,1
8,6,2,8,5,3,2,30,0
6,7,1,26,1,11,1,60,0
6,4,1,65,4,6,2,20,1
4,9,1,33,9,4,3,59,1
10,7,3,61,10,9,2,13,0
1,3,3,49,3,1,3,50,1
3,4,3,44,3,4,2,29,1
11,9,1,68,11,9,3,62,1
7,6,1,15,7,6,1,46,1
4,11,1,43,5,4,3,88,0
1,9,3,82,7,10,1,53,0
7,9,1,58,4,3,1,21,0
7,9,1,58,9,7,1,88,1
3,5,3,95,2,7,2,78,0
9,8,2,28,9,8,1,5,1
10,9,3,31,10,9,2,68,1
9,7,1,88,7,9,2,60,1
8,3,2,28,7,9,2,19,0
7,9,2,19,7,8,1,28,0
10,1,1,80,10,1,1,78,1
3,11,1,81,7,4,2,24,0
4,3,2,59,2,4,2,83,0
7,1,1,6,7,1,2,90,1
1,3,3,69,5,9,1,10,0
6,4,2,86,4,6,3,3,1
2,3,2,75,2,3,1,96,1
7,5,2,74,11,6,2,18,0
9,6,3,87,7,10,1,81,0
2,10,3,93,7,11,3,62,0
1,9,1,93,5,7,3,80,0
6,10,3,43,10,6,3,84,1
2,11,2,97,9,5,1,29,0
1,3,3,49,3,11,1,81,0
2,1,3,47,2,1,1,33,1
8,3,1,14,2,6,3,76,0
2,5,2,76,2,5,3,77,1
10,5,1,33,7,2,2,64,0
6,7,1,60,11,7,3,85,0
9,11,3,89,1,9,3,69,0
4,7,1,72,4,7,1,76,1
11,6,1,87,11,6,2,18,1
4,6,2,20,4,6,3,98,1
6,3,2,14,6,7,1,1,0
1,6,1,81,6,1,2,44,1
9,8,2,28,2,11,2,61,0
4,3,3,9,6,8,1,92,0
4,9,1,68,4,9,2,82,1
8,4,1,71,8,4,1,24,1
1,5,3,68,5,1,3,89,1
8,5,2,89,2,5,1,20,0
3,6,1,15,3,10,3,16,0
11,6,1,95,5,8,3,91,0
10,6,1,86,2,9,3,39,0
9,6,2,98,11,9,2,76,0
9,11,3,89,11,9,3,8,1
6,4,2,94,2,3,2,31,0
1,3,3,49,1,10,2,70,0
5,2,1,62,6,1,3,54,0
9,3,3,26,7,3,2,82,0
7,3,2,82,7,3,1,45,1
11,2,2,83,4,1,2,65,0
11,8,2,13,11,8,2,19,1
11,2,1,93,11,2,3,73,1
10,9,3,66,9,10,3,65,1
1,11,1,55,1,3,2,13,0
4,2,2,99,4,2,3,45,1
1,5,3,80,1,5,2,1,1
9,7,3,78,9,7,1,88,1
6,4,1,25,7,5,2,31,0
7,11,1,40,5,1,1,50,0
11,1,1,91,10,3,1,26,0
1,8,1,10,11,1,3,7,0
10,8,1,82,9,1,2,10,0
3,7,3,17,2,8,2,80,0
10,5,3,47,5,10,3,100,1
4,8,3,95,4,8,3,51,1
10,3,3,49,3,11,3,16,0
11,6,2,18,9,7,1,85,0
9,11,1,65,5,11,1,90,0
11,9,1,68,11,9,3,62,1
7,8,2,56,2,7,3,78,0
3,2,3,37,5,2,3,71,0
11,1,3,73,4,3,3,9,0
8,6,2,31,6,1,3,54,0
4,1,3,33,4,1,2,79,1
11,5,2,89,5,8,3,74,0
4,8,3,68,3,1,3,50,0
11,6,1,87,11,6,3,2,1
3,2,3,84,2,3,3,12,1
7,4,1,3,7,1,3,70,0
2,9,2,47,6,3,1,74,0
3,10,1,5,10,3,2,73,1
11,5,2,42,10,2,1,54,0
4,3,2,3,9,6,2,31,0
7,11,3,46,10,3,2,72,0
1,7,1,8,5,6,1,98,0
8,1,2,8,10,7,1,16,0
11,2,1,26,10,4,3,61,0
9,7,1,40,3,1,1,93,0
11,9,2,16,1,11,2,91,0
5,6,3,75,4,5,2,11,0
11,5,2,42,5,11,1,34,1
11,7,3,92,10,4,1,79,0
1,8,1,94,5,9,1,10,0
4,8,1,35,10,1,3,6,0
4,1,1,35,4,1,3,93,1
5,9,2,40,10,9,2,72,0
9,6,2,43,9,2,3,54,0
11,8,2,13,8,11,2,69,1
5,2,2,26,8,5,1,28,0
6,3,1,96,3,6,1,88,1
4,11,1,94,11,2,3,73,0
6,8,1,92,8,6,3,14,1
2,1,3,12,6,11,3,38,0
2,3,3,21,3,7,1,90,0
11,10,2,91,7,5,2,74,0
11,2,2,63,11,2,1,26,1
10,3,3,42,3,10,3,16,1
8,10,3,73,6,10,1,99,0
5,3,1,42,3,5,2,47,1
6,5,2,60,8,5,1,28,0
2,8,1,8,8,2,1,74,1
9,5,3,17,4,6,2,20,0
11,2,1,91,11,6,1,3,0
4,9,3,98,4,9,2,94,1
1,5,3,73,11,2,3,21,0
2,8,2,62,8,2,2,79,1
4,8,3,95,6,9,1,13,0
6,2,2,15,2,6,2,77,1
5,6,1,57,5,6,2,23,1
2,10,2,27,10,2,3,68,1
8,10,2,6,4,1,2,42,0
8,4,1,71,8,4,1,3,1
4,10,1,78,4,10,1,55,1
10,11,3,80,10,11,1,76,1
11,7,3,5,9,8,1,56,0
9,3,2,32,3,9,1,71,1
8,3,2,32,9,3,3,26,0
8,6,3,10,1,6,1,92,0
2,9,2,31,9,2,1,71,1
8,5,2,33,11,4,3,87,0
9,1,1,13,5,7,3,80,0
5,2,1,62,2,8,2,62,0
8,1,3,100,10,2,1,88,0
2,10,3,89,2,10,2,51,1
7,8,1,8,11,6,3,2,0
10,9,1,68,10,9,3,25,1
1,3,1,54,3,1,1,82,1
9,5,1,49,9,5,1,43,1
3,2,3,13,5,3,1,91,0
7,2,2,4,7,2,2,11,1
7,3,1,45,8,1,2,7,0
6,10,3,85,10,6,1,9,1
11,8,1,73,4,5,2,5,0
11,9,1,32,9,11,3,74,1
6,3,3,24,11,5,3,37,0
2,6,2,6,2,6,2,39,1
3,10,3,73,3,10,1,5,1
2,6,2,87,10,4,3,61,0
7,6,1,46,6,7,2,26,1
6,4,2,94,4,6,1,57,1
1,9,3,82,9,1,1,61,1
5,1,3,83,5,1,1,50,1
9,4,3,7,7,8,3,68,0
1,11,1,60,11,1,3,70,1
6,4,3,86,6,4,2,94,1
4,1,1,86,1,4,1,35,1
3,11,1,81,3,11,2,99,1
6,10,1,43,5,8,2,54,0
8,9,1,60,8,9,1,65,1
3,1,3,50,1,3,1,54,1
8,9,1,100,8,9,1,60,1
11,6,1,23,6,10,2,64,0
4,1,2,49,5,3,3,10,0
11,1,1,89,1,11,2,75,1
11,6,1,87,2,7,1,100,0
7,4,1,90,4,7,3,96,1
4,2,2,99,1,11,2,91,0
6,2,2,28,3,6,2,43,0
4,2,3,45,2,4,2,56,1
2,5,2,81,2,5,1,20,1
11,2,1,26,4,8,1,69,0
4,5,2,97,2,4,2,37,0
7,4,1,90,1,4,3,39,0
10,8,1,81,1,7,1,83,0
11,9,1,68,1,4,2,83,0
8,10,3,16,8,10,1,8,1
8,1,2,28,2,10,3,89,0
10,7,1,13,10,8,2,90,0
3,4,1,44,4,3,1,78,1
9,5,1,29,7,1,2,40,0
2,8,2,81,8,2,1,51,1
4,10,2,48,3,6,2,43,0
3,6,1,88,1,11,1,49,0
6,8,3,29,9,2,1,71,0
8,4,1,71,6,5,2,33,0
5,7,3,41,6,1,1,85,0
9,3,1,67,8,10,3,33,0
10,6,2,79,3,8,3,51,0
9,6,3,67,6,10,1,48,0
6,4,3,40,4,6,1,57,1
9,5,1,74,9,5,3,27,1
8,1,3,47,6,4,1,65,0
8,7,3,76,8,7,2,4,1
5,9,1,10,4,1,2,13,0
2,11,2,97,11,2,3,40,1
3,9,1,7,6,5,2,33,0
11,6,2,82,5,4,3,10,0
5,1,1,35,9,6,2,1,0
1,11,2,30,1,11,1,32,1
7,10,1,82,9,11,3,93,0
9,5,3,17,5,9,2,40,1
7,8,2,27,8,7,1,57,1
4,11,2,74,3,9,1,7,0
9,6,1,67,6,9,3,46,1
8,11,3,91,3,8,2,96,0
11,6,1,23,6,11,2,90,1
10,11,1,24,11,10,3,71,1
3,2,3,14,3,2,2,50,1
1,2,3,21,5,1,2,38,0
7,3,3,4,1,5,3,73,0
1,4,1,35,4,1,1,35,1
11,7,3,85,5,3,2,2,0
1,10,3,33,1,5,2,70,0
10,2,1,54,10,2,3,93,1
10,7,1,86,7,10,1,81,1
9,3,1,14,1,9,1,25,0
9,7,2,80,7,9,1,13,1
11,10,1,4,7,8,3,68,0
1,5,3,68,2,1,3,12,0
9,10,3,63,9,1,2,35,0
7,5,1,65,5,7,3,80,1
3,10,1,5,3,11,2,99,0
6,1,2,44,5,6,1,57,0
1,6,2,69,11,9,2,16,0
9,6,2,31,9,6,1,50,1
4,5,1,91,4,5,2,48,1
2,4,2,37,5,2,1,3,0
11,5,1,39,11,1,3,70,0
3,2,2,52,3,2,3,87,1
8,10,3,33,7,9,1,84,0
1,9,3,29,9,1,1,81,1
8,6,1,53,11,2,1,91,0
6,7,1,26,7,6,1,15,1
7,4,2,9,4,11,2,71,0
3,5,2,31,1,4,3,72,0
3,10,3,73,5,7,3,80,0
8,6,2,8,6,8,2,1,1
6,5,2,33,5,6,1,98,1
2,10,1,33,2,10,3,93,1
11,10,2,91,11,10,3,42,1
4,1,2,79,1,4,3,72,1
10,3,1,80,11,7,3,5,0
2,1,1,33,1,5,2,1,0
4,3,1,21,4,11,1,66,0
11,2,3,21,6,5,1,30,0
4,2,3,45,4,5,1,91,0
5,4,2,69,7,3,3,4,0
6,7,1,72,3,6,1,15,0
11,8,3,77,2,4,2,28,0
10,8,1,81,8,10,1,76,1
11,2,2,83,11,2,1,78,1
1,7,3,41,1,7,3,99,1
1,9,1,81,1,9,1,93,1
8,6,2,85,8,6,3,59,1
7,11,1,40,7,11,3,62,1
9,4,3,7,4,9,1,68,1
9,2,1,48,3,4,3,47,0
5,3,2,30,3,5,2,17,1
8,4,2,47,11,5,3,9,0
4,5,2,97,4,5,1,91,1
4,9,1,44,4,9,2,82,1
7,8,2,27,8,7,1,82,1
10,9,3,31,9,10,1,49,1
11,7,1,32,7,11,1,87,1
9,8,1,56,9,8,1,79,1
3,11,3,16,4,6,2,20,0
1,8,1,1,1,8,2,50,1
4,1,3,26,5,10,1,3,0
7,4,1,14,3,9,2,11,0
3,11,3,5,11,3,3,7,1
8,9,1,60,2,10,2,89,0
11,5,2,42,7,3,1,22,0
3,8,1,36,2,10,2,51,0
11,10,1,4,2,8,2,81,0
3,2,3,14,3,2,3,13,1
8,3,1,21,8,3,1,14,1
6,7,2,89,9,8,3,60,0
9,4,2,80,10,1,1,78,0
7,1,2,40,1,7,1,8,1
2,6,2,6,5,3,2,30,0
6,11,2,90,2,8,1,8,0
11,2,2,39,2,11,3,87,1
1,6,2,69,7,2,1,48,0
3,8,1,36,1,7,3,95,0
8,4,1,71,8,1,3,12,0
10,6,2,91,6,10,2,10,1
8,7,3,76,8,7,1,82,1
7,5,3,75,1,2,3,21,0
9,11,3,79,6,8,3,29,0
9,3,2,12,9,1,2,35,0
1,5,2,70,5,1,1,7,1
8,6,1,65,8,6,2,53,1
7,8,3,100,8,7,1,57,1
11,7,3,73,2,7,3,13,0
7,5,3,75,5,7,3,80,1
8,10,3,73,10,11,3,25,0
5,1,3,83,1,5,2,70,1
4,2,2,72,1,6,2,75,0
5,3,1,42,3,8,3,51,0
6,5,2,60,6,5,2,1,1
10,5,2,40,11,8,2,17,0
11,8,2,15,8,11,3,40,1
2,10,3,93,2,10,2,27,1
8,1,3,47,8,9,1,5,0
4,5,3,31,4,5,1,91,1
9,11,3,65,11,10,1,19,0
4,1,2,79,4,8,2,69,0
2,10,1,33,4,1,1,38,0
4,6,3,46,6,4,2,34,1
10,3,1,80,3,10,1,5,1
7,9,3,66,4,9,3,80,0
5,1,1,5,5,1,2,37,1
10,3,2,46,1,3,2,2,0
8,1,3,12,10,2,3,89,0
7,9,2,57,8,6,1,53,0
8,10,1,8,10,7,1,52,0
11,2,2,39,10,2,2,43,0
8,1,3,47,7,3,2,82,0
9,2,2,12,9,2,1,48,1
5,2,3,69,6,4,1,79,0
6,10,3,43,10,2,1,35,0
1,4,1,78,3,10,3,16,0
11,2,2,31,2,11,3,35,1
2,5,2,81,8,4,2,47,0
4,8,3,95,7,4,2,24,0
4,2,2,99,4,1,2,79,0
5,8,3,10,10,3,3,41,0
1,8,2,50,4,7,3,92,0
1,6,1,81,1,6,2,89,1
10,8,1,81,8,10,1,39,1
6,2,2,28,11,3,2,47,0
8,9,3,33,8,9,1,5,1
10,9,1,57,9,10,1,49,1
7,5,2,48,5,7,3,80,1
6,8,3,29,6,8,2,11,1
9,5,1,70,8,7,3,41,0
7,9,2,57,2,11,2,62,0
1,11,1,32,4,7,3,92,0
8,10,1,8,8,10,2,94,1
5,2,3,26,2,5,2,76,1
11,1,3,70,1,11,1,75,1
7,2,3,82,7,2,2,64,1
7,11,3,62,2,9,2,47,0
6,8,1,92,6,2,2,15,0
5,7,3,13,9,6,2,88,0
7,11,3,62,7,11,1,87,1
11,6,1,95,11,5,2,63,0
4,1,3,93,4,1,2,28,1
8,9,1,5,6,1,2,46,0
1,11,2,6,6,10,1,43,0
2,1,3,12,9,1,2,35,0
9,8,3,39,10,8,2,87,0
10,1,2,46,7,2,1,48,0
1,9,3,78,1,9,3,82,1
7,5,2,74,7,5,3,2,1
6,9,1,35,6,9,3,64,1
7,4,1,3,1,5,2,1,0
4,1,1,86,7,4,1,14,0
1,11,1,60,5,4,2,32,0
9,8,1,45,9,6,1,13,0
4,7,2,15,7,4,2,88,1
6,1,3,54,7,2,2,3,0
10,8,2,29,7,5,3,2,0
9,7,1,88,7,9,2,60,1
1,11,1,55,11,4,2,99,0
1,11,1,49,1,11,1,75,1
1,11,2,6,2,6,3,46,0
11,9,3,43,5,7,3,9,0
11,5,2,49,4,3,3,9,0
10,7,3,91,8,6,1,65,0
8,1,3,91,5,2,1,3,0
2,5,2,33,3,5,2,47,0
10,8,3,20,2,10,3,93,0
8,1,2,7,1,8,2,11,1
9,4,3,59,11,2,1,93,0
7,9,2,60,6,10,1,48,0
11,5,1,63,11,4,3,87,0
3,2,2,52,2,3,3,12,1
1,5,3,68,1,5,2,21,1
8,11,2,52,11,2,3,5,0
11,8,1,57,8,11,2,52,1
8,6,3,59,6,8,1,21,1
1,8,3,5,5,1,1,7,0
5,3,2,19,4,6,2,33,0
3,7,1,14,7,3,3,4,1
6,4,3,46,4,6,3,46,1
6,5,1,16,11,8,1,57,0
5,1,2,37,7,10,2,85,0
4,2,3,45,2,4,3,79,1
2,3,2,75,9,4,2,57,0
4,9,2,82,9,5,2,87,0
10,9,1,57,9,10,3,84,1
3,6,3,46,6,3,2,58,1
3,8,3,76,10,11,3,25,0
4,1,3,93,1,4,1,35,1
11,8,2,13,9,4,2,94,0
11,5,3,34,9,5,3,17,0
7,10,2,85,10,7,3,29,1
6,8,1,21,3,11,3,5,0
7,2,3,93,9,10,3,85,0
8,5,1,42,10,1,1,34,0
7,3,1,69,6,2,1,69,0
2,1,3,12,1,2,1,97,1
9,5,2,45,9,5,3,17,1
11,10,2,55,10,11,3,80,1
5,2,3,71,8,11,3,52,0
6,3,3,24,6,3,1,74,1
11,8,1,19,11,8,2,15,1
9,6,2,1,8,3,2,32,0
6,8,2,61,4,3,1,8,0
11,6,1,95,3,8,3,70,0
8,4,1,75,10,11,1,76,0
6,1,1,85,8,11,1,77,0
9,1,1,81,1,11,2,30,0
10,2,1,88,7,5,3,72,0
6,1,2,46,1,6,1,55,1
7,9,1,27,9,1,1,75,0
4,11,2,18,4,11,1,43,1
4,6,2,20,3,10,3,26,0
3,9,2,87,9,11,3,93,0
9,5,1,70,3,9,3,30,0
8,1,3,100,6,8,2,45,0
7,11,3,84,7,11,3,46,1
8,5,3,81,11,9,1,32,0
4,7,1,3,1,7,3,41,0
1,6,1,81,7,3,2,82,0
1,6,1,81,9,10,2,30,0
8,11,2,52,8,11,3,40,1
5,4,3,12,4,5,1,91,1
1,11,1,32,5,10,3,100,0
3,2,2,50,3,2,3,87,1
9,2,3,54,9,2,2,61,1
2,5,1,65,2,5,3,77,1
4,7,1,3,9,7,2,40,0
5,1,1,7,5,1,1,87,1
8,5,3,81,5,8,3,74,1
1,9,3,78,9,1,1,61,1
9,6,1,67,11,6,1,87,0
5,4,3,10,5,9,2,40,0
4,1,3,44,4,1,2,79,1
2,7,3,78,7,2,1,95,1
7,11,1,87,9,4,2,57,0
5,4,3,12,5,2,3,46,0
7,11,3,84,8,5,1,42,0
2,8,1,29,11,5,2,86,0
3,4,1,44,3,4,3,44,1
8,5,2,66,5,8,3,10,1
2,11,2,69,9,4,3,71,0
4,10,2,80,11,6,1,96,0
10,7,3,30,10,9,1,33,0
8,10,3,73,8,9,3,33,0
11,9,1,68,11,9,2,76,1
9,8,3,60,8,5,2,33,0
1,7,3,41,7,1,2,40,1
9,10,2,45,10,9,3,31,1
7,2,3,82,7,2,3,93,1
9,8,1,56,8,5,1,50,0
10,8,2,29,4,10,2,48,0
11,10,3,66,2,4,2,56,0
11,1,3,7,1,11,2,91,1
7,2,1,95,2,7,3,53,1
11,2,3,6,11,3,3,4,0
1,7,1,52,10,7,3,29,0
6,5,2,66,10,7,1,86,0
8,6,1,53,3,4,1,23,0
10,9,3,31,9,10,2,28,1
2,1,2,6,6,1,2,46,0
1,10,3,32,1,11,1,32,0
2,8,1,54,3,2,3,13,0
2,4,1,3,7,1,3,7,0
2,10,3,89,8,5,1,42,0
